TaskNumber,EstimateOn,StartedOn,CompletedOn
3587,19-Aug-05,30-Aug-05,30-Aug-05
3588,19-Aug-05,19-Aug-05,19-Aug-05
3589,19-Aug-05,,25-Aug-05
3590,19-Aug-05,22-Aug-05,14-Mar-08
3591,06-Sep-05,,
3592,19-Aug-05,24-Aug-05,02-Sep-05
3593,22-Aug-05,22-Aug-05,22-Aug-05
3594,22-Aug-05,30-Aug-05,30-Aug-05
3595,22-Aug-05,,21-Nov-05
3596,22-Aug-05,31-Aug-05,20-Sep-05
3597,22-Aug-05,22-Aug-05,22-Aug-05
3599,23-Aug-05,24-Aug-05,24-Aug-05
3601,23-Aug-05,24-Aug-05,24-Aug-05
3601,23-Aug-05,24-Aug-05,24-Aug-05
3602,23-Aug-05,23-Aug-05,06-Sep-05
3602,23-Aug-05,23-Aug-05,06-Sep-05
3603,23-Aug-05,23-Aug-05,24-Aug-05
3603,23-Aug-05,23-Aug-05,24-Aug-05
3606,24-Aug-05,,24-Aug-05
3609,24-Aug-05,,24-Aug-05
3610,24-Aug-05,25-Aug-05,25-Aug-05
3612,25-Aug-05,26-Aug-05,26-Aug-05
3614,25-Aug-05,06-Feb-06,06-Feb-06
3615,25-Aug-05,26-Aug-05,26-Aug-05
3616,25-Aug-05,25-Aug-05,14-Mar-08
3617,26-Aug-05,26-Aug-05,02-Sep-05
3618,26-Aug-05,23-Sep-05,23-Sep-05
3619,26-Aug-05,18-Oct-05,18-Oct-05
3625,30-Aug-05,30-Aug-05,01-Sep-05
3627,30-Aug-05,30-Aug-05,30-Aug-05
3628,30-Aug-05,30-Aug-05,30-Aug-05
3630,30-Aug-05,30-Aug-05,25-Jul-06
3630,30-Aug-05,30-Aug-05,25-Jul-06
3631,30-Aug-05,30-Aug-05,30-Aug-05
3632,30-Aug-05,30-Aug-05,30-Aug-05
3634,31-Aug-05,01-Sep-05,01-Sep-05
3635,31-Aug-05,02-Sep-05,19-Sep-05
3636,31-Aug-05,06-Sep-05,12-Sep-05
3638,31-Aug-05,,01-Sep-05
3639,01-Sep-05,01-Sep-05,01-Sep-05
3640,01-Sep-05,01-Sep-05,01-Sep-05
3641,01-Sep-05,01-Sep-05,31-Jan-06
3642,01-Sep-05,01-Sep-05,01-Sep-05
3643,01-Sep-05,02-Sep-05,02-Sep-05
3644,01-Sep-05,02-Sep-05,02-Sep-05
3644,01-Sep-05,02-Sep-05,02-Sep-05
3645,06-Sep-05,09-Sep-05,12-Oct-05
3645,06-Sep-05,09-Sep-05,12-Oct-05
3645,06-Sep-05,09-Sep-05,12-Oct-05
3646,01-Sep-05,01-Sep-05,21-Oct-05
3647,01-Sep-05,01-Sep-05,01-Sep-05
3648,01-Sep-05,,06-Feb-06
3649,01-Sep-05,01-Sep-05,01-Sep-05
3650,01-Sep-05,,01-Sep-05
3651,01-Sep-05,01-Sep-05,01-Sep-05
3652,02-Sep-05,02-Sep-05,02-Sep-05
3653,02-Sep-05,02-Sep-05,02-Sep-05
3654,02-Sep-05,02-Sep-05,02-Sep-05
3655,02-Sep-05,02-Sep-05,05-Sep-05
3656,02-Sep-05,02-Sep-05,02-Sep-05
3657,02-Sep-05,02-Sep-05,05-Sep-05
3658,02-Sep-05,02-Sep-05,14-Mar-08
3659,05-Sep-05,05-Sep-05,05-Sep-05
3660,04-Sep-05,04-Sep-05,29-Apr-08
3661,05-Sep-05,05-Sep-05,05-Sep-05
3662,05-Sep-05,05-Sep-05,05-Sep-05
3663,05-Sep-05,05-Sep-05,05-Sep-05
3664,05-Sep-05,05-Sep-05,05-Sep-05
3665,05-Sep-05,09-Sep-05,20-Dec-05
3666,05-Sep-05,05-Sep-05,05-Sep-05
3667,05-Sep-05,05-Sep-05,05-Sep-05
3668,05-Sep-05,05-Sep-05,05-Sep-05
3670,05-Sep-05,05-Sep-05,19-Sep-05
3671,05-Sep-05,05-Sep-05,05-Sep-05
3673,05-Sep-05,05-Sep-05,12-Sep-05
3673,05-Sep-05,05-Sep-05,12-Sep-05
3674,05-Sep-05,05-Sep-05,19-Sep-05
3675,05-Sep-05,05-Sep-05,14-Mar-08
3676,05-Sep-05,05-Sep-05,05-Sep-05
3677,05-Sep-05,05-Sep-05,05-Sep-05
3678,05-Sep-05,05-Sep-05,03-Oct-05
3679,05-Sep-05,05-Sep-05,06-Sep-05
3680,06-Sep-05,06-Sep-05,28-Nov-05
3681,06-Sep-05,06-Sep-05,14-Mar-08
3682,06-Sep-05,13-Sep-05,13-Sep-05
3683,06-Sep-05,06-Sep-05,
3684,06-Sep-05,06-Sep-05,06-Sep-05
3685,06-Sep-05,06-Sep-05,06-Sep-05
3686,06-Sep-05,06-Sep-05,06-Sep-05
3687,06-Sep-05,06-Sep-05,06-Sep-05
3688,06-Sep-05,06-Sep-05,06-Sep-05
3689,06-Sep-05,06-Sep-05,04-Oct-05
3692,06-Sep-05,13-Sep-05,13-Sep-05
3694,06-Sep-05,06-Sep-05,14-Sep-05
3695,06-Sep-05,06-Sep-05,30-Dec-05
3695,06-Sep-05,06-Sep-05,30-Dec-05
3696,06-Sep-05,06-Sep-05,06-Sep-05
3697,06-Sep-05,06-Sep-05,06-Sep-05
3698,06-Sep-05,06-Sep-05,03-Oct-05
3699,06-Sep-05,,21-Oct-05
3700,07-Sep-05,07-Sep-05,12-Sep-05
3701,07-Sep-05,13-Sep-05,19-Sep-05
3702,07-Sep-05,07-Sep-05,14-Mar-08
3703,07-Sep-05,07-Sep-05,12-Sep-05
3705,07-Sep-05,07-Sep-05,07-Sep-05
3706,07-Sep-05,07-Sep-05,09-Sep-05
3708,07-Sep-05,07-Sep-05,15-Sep-05
3709,07-Sep-05,07-Sep-05,04-Oct-05
3711,07-Sep-05,07-Sep-05,07-Sep-05
3713,07-Sep-05,07-Sep-05,07-Sep-05
3714,07-Sep-05,22-Sep-05,31-Jan-06
3716,07-Sep-05,01-Feb-06,13-May-08
3717,07-Sep-05,09-Sep-05,28-Nov-05
3718,07-Sep-05,07-Sep-05,12-Sep-05
3719,07-Sep-05,07-Sep-05,07-Sep-05
3720,07-Sep-05,07-Sep-05,14-Mar-08
3721,07-Sep-05,07-Sep-05,07-Sep-05
3722,07-Sep-05,07-Sep-05,07-Sep-05
3723,07-Sep-05,07-Sep-05,07-Sep-05
3725,07-Sep-05,,07-Sep-05
3726,07-Sep-05,07-Sep-05,07-Sep-05
3727,07-Sep-05,07-Sep-05,07-Sep-05
3728,07-Sep-05,07-Sep-05,28-Nov-05
3729,07-Sep-05,08-Sep-05,09-Sep-05
3730,07-Sep-05,07-Sep-05,07-Sep-05
3731,07-Sep-05,07-Sep-05,28-Nov-05
3732,08-Sep-05,08-Sep-05,08-Sep-05
3733,07-Sep-05,07-Sep-05,08-Sep-05
3734,08-Sep-05,24-Oct-05,14-Mar-08
3736,08-Sep-05,09-Sep-05,14-Mar-08
3738,08-Sep-05,03-Oct-05,
3739,08-Sep-05,08-Sep-05,09-Sep-05
3741,08-Sep-05,08-Sep-05,31-Oct-07
3742,08-Sep-05,08-Sep-05,09-Sep-05
3743,08-Sep-05,08-Sep-05,09-Sep-05
3744,08-Sep-05,08-Sep-05,08-Sep-05
3745,08-Sep-05,08-Sep-05,07-Jan-08
3746,08-Sep-05,08-Sep-05,09-Sep-05
3748,08-Sep-05,08-Sep-05,05-Jun-06
3749,08-Sep-05,08-Sep-05,08-Sep-05
3749,08-Sep-05,08-Sep-05,08-Sep-05
3751,08-Sep-05,08-Sep-05,08-Sep-05
3751,08-Sep-05,08-Sep-05,08-Sep-05
3751,08-Sep-05,08-Sep-05,08-Sep-05
3751,08-Sep-05,08-Sep-05,08-Sep-05
3751,08-Sep-05,08-Sep-05,08-Sep-05
3751,08-Sep-05,08-Sep-05,08-Sep-05
3752,08-Sep-05,16-Sep-05,16-Sep-05
3753,08-Sep-05,09-Sep-05,09-Sep-05
3754,09-Sep-05,09-Sep-05,09-Sep-05
3755,09-Sep-05,09-Sep-05,04-Oct-05
3755,09-Sep-05,09-Sep-05,04-Oct-05
3756,09-Sep-05,09-Sep-05,09-Sep-05
3757,09-Sep-05,09-Sep-05,15-Sep-05
3758,09-Sep-05,09-Sep-05,09-Sep-05
3759,09-Sep-05,09-Sep-05,14-Mar-08
3759,09-Sep-05,09-Sep-05,14-Mar-08
3760,09-Sep-05,09-Sep-05,09-Sep-05
3762,09-Sep-05,11-Sep-05,12-Sep-05
3763,11-Sep-05,11-Sep-05,11-Sep-05
3764,12-Sep-05,12-Sep-05,12-Sep-05
3766,12-Sep-05,12-Sep-05,12-Sep-05
3767,12-Sep-05,12-Sep-05,12-Sep-05
3768,12-Sep-05,12-Sep-05,12-Sep-05
3769,12-Sep-05,12-Sep-05,13-Sep-05
3770,12-Sep-05,14-Sep-05,15-Sep-05
3771,12-Sep-05,12-Sep-05,12-Sep-05
3773,12-Sep-05,12-Sep-05,13-Sep-05
3774,12-Sep-05,12-Sep-05,12-Sep-05
3775,12-Sep-05,12-Sep-05,25-Jul-06
3777,12-Sep-05,12-Sep-05,12-Sep-05
3778,12-Sep-05,13-Sep-05,13-Sep-05
3779,12-Sep-05,13-Sep-05,13-Sep-05
3781,12-Sep-05,13-Sep-05,13-Sep-05
3782,12-Sep-05,12-Sep-05,16-Sep-05
3783,12-Sep-05,12-Sep-05,19-Sep-05
3784,12-Sep-05,12-Sep-05,13-Sep-05
3785,12-Sep-05,12-Sep-05,
3785,12-Sep-05,12-Sep-05,
3785,12-Sep-05,12-Sep-05,
3786,12-Sep-05,26-Sep-05,26-Sep-05
3788,12-Sep-05,12-Sep-05,12-Sep-05
3789,12-Sep-05,12-Sep-05,12-Sep-05
3790,12-Sep-05,26-Sep-05,26-Sep-05
3791,12-Sep-05,05-Oct-05,05-Oct-05
3792,12-Sep-05,13-Sep-05,13-Sep-05
3793,13-Sep-05,13-Sep-05,13-Sep-05
3794,13-Sep-05,13-Sep-05,28-Sep-05
3795,13-Sep-05,13-Sep-05,25-Jul-06
3796,13-Sep-05,13-Sep-05,14-Mar-08
3797,13-Sep-05,13-Sep-05,13-Sep-05
3798,13-Sep-05,,14-Oct-05
3799,13-Sep-05,,13-Sep-05
3800,13-Sep-05,13-Sep-05,21-Oct-05
3801,13-Sep-05,14-Sep-05,14-Sep-05
3802,13-Sep-05,13-Sep-05,03-Oct-05
3803,13-Sep-05,14-Sep-05,14-Sep-05
3804,13-Sep-05,15-Sep-05,15-Sep-05
3806,13-Sep-05,16-Sep-05,19-Sep-05
3810,13-Oct-05,13-Oct-05,13-Oct-05
3811,26-Sep-05,26-Sep-05,26-Sep-05
3812,14-Sep-05,14-Sep-05,15-Sep-05
3812,14-Sep-05,14-Sep-05,15-Sep-05
3812,14-Sep-05,14-Sep-05,15-Sep-05
3812,14-Sep-05,14-Sep-05,15-Sep-05
3812,14-Sep-05,14-Sep-05,15-Sep-05
3812,14-Sep-05,14-Sep-05,15-Sep-05
3812,14-Sep-05,14-Sep-05,15-Sep-05
3813,14-Sep-05,14-Sep-05,19-Sep-05
3813,14-Sep-05,14-Sep-05,19-Sep-05
3814,14-Sep-05,14-Sep-05,27-Oct-06
3815,14-Sep-05,14-Sep-05,14-Sep-05
3817,15-Sep-05,15-Sep-05,15-Sep-05
3818,15-Sep-05,15-Sep-05,19-Sep-05
3819,15-Sep-05,15-Sep-05,15-Sep-05
3820,15-Sep-05,16-Sep-05,16-Sep-05
3821,15-Sep-05,15-Sep-05,15-Sep-05
3822,15-Sep-05,15-Sep-05,04-Oct-05
3824,15-Sep-05,15-Sep-05,03-Jan-06
3826,15-Sep-05,16-Sep-05,16-Sep-05
3828,15-Sep-05,15-Sep-05,14-Mar-08
3828,15-Sep-05,15-Sep-05,14-Mar-08
3829,15-Sep-05,30-Nov-05,30-Nov-05
3830,15-Sep-05,15-Sep-05,15-Sep-05
3831,15-Sep-05,15-Sep-05,15-Sep-05
3832,15-Sep-05,15-Sep-05,16-Sep-05
3832,15-Sep-05,15-Sep-05,16-Sep-05
3833,15-Sep-05,16-Sep-05,16-Sep-05
3834,16-Sep-05,12-Oct-05,12-Oct-05
3834,16-Sep-05,12-Oct-05,12-Oct-05
3835,16-Sep-05,20-Sep-05,25-Jul-06
3837,16-Sep-05,16-Sep-05,21-Oct-05
3839,16-Sep-05,16-Sep-05,25-Jul-06
3839,16-Sep-05,16-Sep-05,25-Jul-06
3840,16-Sep-05,16-Sep-05,16-Sep-05
3841,16-Sep-05,16-Sep-05,25-Jul-06
3841,16-Sep-05,16-Sep-05,25-Jul-06
3842,19-Sep-05,19-Sep-05,19-Sep-05
3843,19-Sep-05,19-Sep-05,27-Sep-05
3844,19-Sep-05,19-Sep-05,23-Sep-05
3845,19-Sep-05,19-Sep-05,25-Jul-06
3845,19-Sep-05,19-Sep-05,25-Jul-06
3846,19-Sep-05,19-Sep-05,19-Sep-05
3847,19-Sep-05,31-Jan-06,31-Jan-06
3848,19-Sep-05,19-Sep-05,27-Oct-06
3849,19-Sep-05,19-Sep-05,23-Sep-05
3850,19-Sep-05,19-Sep-05,19-Sep-05
3851,19-Sep-05,31-Jan-06,14-Mar-08
3852,19-Sep-05,19-Sep-05,19-Sep-05
3854,19-Sep-05,22-Sep-05,22-Sep-05
3855,19-Sep-05,26-Sep-05,26-Sep-05
3856,20-Sep-05,21-Sep-05,26-Sep-05
3857,20-Sep-05,20-Sep-05,20-Sep-05
3859,20-Sep-05,20-Sep-05,20-Sep-05
3860,13-Oct-05,13-Oct-05,13-Oct-05
3861,20-Sep-05,20-Sep-05,19-Oct-05
3862,20-Sep-05,20-Sep-05,14-Mar-08
3862,20-Sep-05,20-Sep-05,14-Mar-08
3865,20-Sep-05,23-Sep-05,23-Sep-05
3866,20-Sep-05,20-Sep-05,28-Nov-05
3867,20-Sep-05,20-Sep-05,22-Sep-05
3868,23-Sep-05,23-Sep-05,23-Sep-05
3869,21-Sep-05,21-Sep-05,26-Sep-05
3869,21-Sep-05,21-Sep-05,26-Sep-05
3870,27-Sep-05,28-Sep-05,28-Sep-05
3871,21-Sep-05,21-Sep-05,21-Sep-05
3874,21-Sep-05,21-Sep-05,21-Sep-05
3875,21-Sep-05,21-Sep-05,21-Sep-05
3876,22-Sep-05,22-Sep-05,14-Mar-08
3877,22-Sep-05,22-Sep-05,22-Sep-05
3878,22-Sep-05,22-Sep-05,22-Sep-05
3878,22-Sep-05,22-Sep-05,22-Sep-05
3878,22-Sep-05,22-Sep-05,22-Sep-05
3878,22-Sep-05,22-Sep-05,22-Sep-05
3878,22-Sep-05,22-Sep-05,22-Sep-05
3878,22-Sep-05,22-Sep-05,22-Sep-05
3879,22-Sep-05,22-Sep-05,
3879,22-Sep-05,22-Sep-05,
3879,22-Sep-05,22-Sep-05,
3879,22-Sep-05,22-Sep-05,
3879,22-Sep-05,22-Sep-05,
3879,22-Sep-05,22-Sep-05,
3879,22-Sep-05,22-Sep-05,
3882,26-Sep-05,26-Sep-05,25-Jul-06
3883,22-Sep-05,22-Sep-05,22-Sep-05
3884,22-Sep-05,22-Sep-05,22-Sep-05
3885,23-Sep-05,23-Sep-05,26-Sep-05
3887,23-Sep-05,23-Sep-05,23-Sep-05
3888,23-Sep-05,23-Sep-05,23-Sep-05
3895,23-Sep-05,23-Sep-05,03-Jan-06
3900,23-Sep-05,23-Sep-05,26-Sep-05
3901,23-Sep-05,13-Dec-05,13-Dec-05
3902,26-Sep-05,26-Sep-05,25-Oct-05
3903,26-Sep-05,26-Sep-05,30-Sep-05
3904,26-Sep-05,26-Sep-05,26-Sep-05
3905,26-Sep-05,26-Sep-05,21-Oct-05
3905,26-Sep-05,26-Sep-05,21-Oct-05
3906,26-Sep-05,26-Sep-05,26-Sep-05
3907,26-Sep-05,26-Sep-05,26-Sep-05
3908,26-Sep-05,26-Sep-05,26-Sep-05
3909,26-Sep-05,26-Sep-05,
3910,26-Sep-05,26-Sep-05,30-Sep-05
3911,26-Sep-05,26-Sep-05,14-Mar-08
3912,26-Sep-05,26-Sep-05,23-Dec-05
3913,27-Sep-05,27-Sep-05,14-Nov-05
3914,27-Sep-05,27-Sep-05,27-Sep-05
3915,27-Sep-05,27-Sep-05,27-Sep-05
3917,27-Sep-05,28-Sep-05,28-Sep-05
3918,27-Sep-05,28-Sep-05,28-Sep-05
3919,27-Sep-05,27-Sep-05,27-Sep-05
3920,27-Sep-05,27-Sep-05,28-Nov-05
3920,27-Sep-05,27-Sep-05,28-Nov-05
3922,27-Sep-05,27-Sep-05,27-Sep-05
3924,28-Sep-05,15-Dec-05,29-Apr-08
3925,28-Sep-05,28-Sep-05,28-Sep-05
3927,28-Sep-05,28-Sep-05,30-Sep-05
3928,28-Sep-05,28-Sep-05,06-Oct-05
3929,28-Sep-05,28-Sep-05,25-Oct-05
3929,28-Sep-05,28-Sep-05,25-Oct-05
3931,28-Sep-05,28-Sep-05,14-Mar-08
3932,28-Sep-05,28-Sep-05,18-Oct-05
3932,28-Sep-05,28-Sep-05,18-Oct-05
3932,28-Sep-05,28-Sep-05,18-Oct-05
3936,29-Sep-05,29-Sep-05,25-Oct-05
3937,29-Sep-05,29-Sep-05,29-Sep-05
3938,29-Sep-05,29-Sep-05,18-Oct-05
3938,29-Sep-05,29-Sep-05,18-Oct-05
3939,29-Sep-05,29-Sep-05,29-Sep-05
3940,29-Sep-05,29-Sep-05,30-Sep-05
3941,29-Sep-05,29-Sep-05,21-Oct-05
3942,30-Sep-05,03-Oct-05,25-Oct-05
3943,29-Sep-05,29-Sep-05,29-Sep-05
3944,30-Sep-05,03-Oct-05,03-Oct-05
3945,30-Sep-05,30-Sep-05,30-Sep-05
3947,30-Sep-05,30-Sep-05,14-Mar-08
3977,30-Sep-05,30-Sep-05,22-Nov-05
3977,30-Sep-05,30-Sep-05,22-Nov-05
3981,30-Sep-05,01-Nov-05,01-Nov-05
3983,30-Sep-05,07-Oct-05,07-Oct-05
3984,30-Sep-05,03-Oct-05,03-Oct-05
3985,03-Oct-05,03-Oct-05,10-Oct-05
3986,04-Oct-05,13-Dec-05,13-Dec-05
3987,05-Oct-05,05-Oct-05,31-Jan-06
3987,05-Oct-05,05-Oct-05,31-Jan-06
3987,05-Oct-05,05-Oct-05,31-Jan-06
3988,04-Oct-05,04-Oct-05,13-Oct-05
3989,03-Oct-05,03-Oct-05,03-Oct-05
3991,03-Oct-05,03-Oct-05,03-Oct-05
3992,03-Oct-05,03-Oct-05,02-Nov-05
3994,03-Oct-05,03-Oct-05,07-Oct-05
3995,03-Oct-05,,03-Oct-05
3996,03-Oct-05,,04-Oct-05
3997,03-Oct-05,14-Oct-05,14-Oct-05
3998,03-Oct-05,03-Oct-05,26-Oct-05
3999,03-Oct-05,03-Oct-05,03-Oct-05
4000,03-Oct-05,03-Oct-05,03-Oct-05
4001,03-Oct-05,03-Oct-05,03-Oct-05
4002,03-Oct-05,03-Oct-05,03-Oct-05
4002,03-Oct-05,03-Oct-05,03-Oct-05
4003,03-Oct-05,03-Oct-05,28-Nov-05
4004,03-Oct-05,03-Oct-05,03-Oct-05
4005,04-Oct-05,04-Oct-05,06-Jan-06
4010,04-Oct-05,04-Oct-05,04-Oct-05
4012,04-Oct-05,05-Oct-05,31-Oct-05
4013,04-Oct-05,04-Oct-05,04-Oct-05
4014,04-Oct-05,04-Oct-05,04-Oct-05
4015,04-Oct-05,04-Oct-05,04-Oct-05
4016,04-Oct-05,04-Oct-05,28-Nov-05
4017,04-Oct-05,,14-Oct-05
4018,04-Oct-05,04-Oct-05,04-Oct-05
4019,04-Oct-05,04-Oct-05,13-Oct-05
4020,04-Oct-05,04-Oct-05,04-Oct-05
4024,04-Oct-05,04-Oct-05,21-Oct-05
4024,04-Oct-05,04-Oct-05,21-Oct-05
4025,04-Oct-05,04-Oct-05,10-Oct-05
4027,04-Oct-05,04-Oct-05,26-Jun-06
4028,04-Oct-05,04-Oct-05,05-Oct-05
4029,05-Oct-05,05-Oct-05,05-Oct-05
4030,04-Oct-05,04-Oct-05,04-Oct-05
4032,05-Oct-05,18-Oct-05,30-Nov-05
4033,05-Oct-05,06-Oct-05,06-Oct-05
4035,05-Oct-05,05-Oct-05,19-Oct-05
4036,05-Oct-05,04-Nov-05,05-Jun-06
4037,05-Oct-05,12-Feb-06,08-May-06
4039,05-Oct-05,05-Oct-05,05-Oct-05
4040,05-Oct-05,05-Oct-05,
4040,05-Oct-05,05-Oct-05,
4041,05-Oct-05,05-Oct-05,31-Jan-06
4043,05-Oct-05,20-Oct-05,20-Oct-05
4044,05-Oct-05,,06-Oct-05
4049,06-Oct-05,06-Oct-05,12-Oct-05
4050,06-Oct-05,06-Oct-05,06-Oct-05
4050,06-Oct-05,06-Oct-05,06-Oct-05
4050,06-Oct-05,06-Oct-05,06-Oct-05
4050,06-Oct-05,06-Oct-05,06-Oct-05
4050,06-Oct-05,06-Oct-05,06-Oct-05
4050,06-Oct-05,06-Oct-05,06-Oct-05
4050,06-Oct-05,06-Oct-05,06-Oct-05
4051,06-Oct-05,06-Oct-05,07-Oct-05
4056,06-Oct-05,06-Oct-05,25-Oct-05
4059,06-Oct-05,06-Oct-05,
4060,06-Oct-05,06-Oct-05,06-Oct-05
4061,07-Oct-05,10-Oct-05,25-Oct-05
4062,07-Oct-05,07-Oct-05,07-Oct-05
4063,07-Oct-05,07-Oct-05,07-Oct-05
4064,10-Oct-05,10-Oct-05,14-Oct-05
4065,10-Oct-05,13-Oct-05,13-Oct-05
4068,10-Oct-05,10-Oct-05,10-Oct-05
4069,10-Oct-05,10-Oct-05,28-Nov-05
4070,11-Oct-05,11-Oct-05,11-Oct-05
4071,11-Oct-05,11-Oct-05,11-Oct-05
4072,11-Oct-05,13-Dec-05,13-Dec-05
4073,11-Oct-05,11-Oct-05,11-Oct-05
4074,11-Oct-05,11-Oct-05,11-Oct-05
4075,11-Oct-05,11-Oct-05,21-Oct-05
4075,11-Oct-05,11-Oct-05,21-Oct-05
4076,11-Oct-05,11-Oct-05,11-Oct-05
4077,12-Oct-05,12-Oct-05,12-Oct-05
4078,11-Oct-05,11-Oct-05,13-Oct-05
4079,12-Oct-05,12-Oct-05,21-Oct-05
4080,12-Oct-05,12-Oct-05,12-Oct-05
4081,12-Oct-05,12-Oct-05,12-Oct-05
4082,12-Oct-05,12-Oct-05,12-Oct-05
4083,12-Oct-05,12-Oct-05,07-Nov-05
4084,12-Oct-05,12-Oct-05,19-Oct-05
4086,12-Oct-05,12-Oct-05,13-Oct-05
4087,12-Oct-05,12-Oct-05,12-Oct-05
4088,12-Oct-05,12-Oct-05,12-Oct-05
4089,13-Oct-05,13-Oct-05,24-Oct-05
4090,13-Oct-05,13-Oct-05,18-Oct-05
4091,13-Oct-05,14-Oct-05,23-Nov-05
4093,13-Oct-05,13-Oct-05,14-Oct-05
4094,13-Oct-05,13-Oct-05,19-Oct-05
4094,13-Oct-05,13-Oct-05,19-Oct-05
4095,13-Oct-05,13-Oct-05,18-Oct-05
4096,13-Oct-05,13-Oct-05,25-Jul-06
4097,13-Oct-05,13-Oct-05,17-Oct-05
4098,13-Oct-05,13-Oct-05,18-Oct-05
4099,13-Oct-05,13-Oct-05,13-Oct-05
4100,13-Oct-05,13-Oct-05,08-Dec-05
4100,13-Oct-05,13-Oct-05,08-Dec-05
4100,13-Oct-05,13-Oct-05,08-Dec-05
4101,14-Oct-05,14-Oct-05,18-Oct-05
4103,14-Oct-05,14-Oct-05,14-Oct-05
4106,14-Oct-05,14-Oct-05,14-Oct-05
4107,14-Oct-05,14-Oct-05,14-Oct-05
4108,14-Oct-05,14-Oct-05,14-Oct-05
4109,14-Oct-05,14-Oct-05,14-Oct-05
4110,14-Oct-05,14-Oct-05,14-Oct-05
4111,14-Oct-05,14-Oct-05,14-Oct-05
4112,14-Oct-05,14-Oct-05,20-Oct-05
4114,17-Oct-05,17-Oct-05,17-Oct-05
4115,17-Oct-05,17-Oct-05,17-Oct-05
4116,17-Oct-05,17-Oct-05,17-Oct-05
4117,17-Oct-05,17-Oct-05,21-Oct-05
4118,17-Oct-05,17-Oct-05,18-Oct-05
4119,17-Oct-05,17-Oct-05,26-Oct-05
4120,17-Oct-05,17-Oct-05,17-Oct-05
4121,17-Oct-05,17-Oct-05,17-Oct-05
4122,18-Oct-05,18-Oct-05,19-Oct-05
4123,18-Oct-05,21-Oct-05,21-Oct-05
4124,18-Oct-05,19-Oct-05,19-Oct-05
4126,18-Oct-05,18-Oct-05,18-Oct-05
4128,18-Oct-05,18-Oct-05,18-Oct-05
4129,17-Oct-05,17-Oct-05,19-Oct-05
4130,17-Oct-05,17-Oct-05,19-Oct-05
4131,19-Oct-05,01-Nov-05,01-Nov-05
4133,19-Oct-05,19-Oct-05,21-Oct-05
4133,19-Oct-05,19-Oct-05,21-Oct-05
4134,19-Oct-05,19-Oct-05,19-Oct-05
4135,19-Oct-05,19-Oct-05,19-Oct-05
4136,19-Oct-05,,
4137,19-Oct-05,19-Oct-05,19-Oct-05
4138,19-Oct-05,19-Oct-05,20-Oct-05
4139,19-Oct-05,19-Oct-05,21-Oct-05
4142,19-Oct-05,19-Oct-05,25-Oct-05
4142,19-Oct-05,19-Oct-05,25-Oct-05
4144,19-Oct-05,19-Oct-05,20-Oct-05
4145,19-Oct-05,19-Oct-05,19-Oct-05
4147,20-Oct-05,20-Oct-05,21-Oct-05
4148,20-Oct-05,20-Oct-05,20-Oct-05
4149,20-Oct-05,20-Oct-05,20-Oct-05
4150,20-Oct-05,20-Oct-05,20-Oct-05
4151,20-Oct-05,20-Oct-05,20-Oct-05
4152,20-Oct-05,20-Oct-05,20-Oct-05
4153,20-Oct-05,20-Oct-05,20-Oct-05
4155,20-Oct-05,20-Oct-05,21-Oct-05
4156,20-Oct-05,20-Oct-05,24-Oct-05
4156,20-Oct-05,20-Oct-05,24-Oct-05
4157,20-Oct-05,20-Oct-05,25-Oct-05
4158,20-Oct-05,20-Oct-05,25-Oct-05
4159,20-Oct-05,20-Oct-05,20-Oct-05
4160,20-Oct-05,20-Oct-05,21-Oct-05
4162,20-Oct-05,20-Oct-05,20-Oct-05
4164,21-Oct-05,21-Oct-05,21-Oct-05
4166,21-Oct-05,21-Oct-05,21-Oct-05
4167,21-Oct-05,21-Oct-05,21-Oct-05
4169,21-Oct-05,22-Dec-05,22-Dec-05
4170,28-Nov-05,28-Nov-05,29-Nov-05
4171,21-Oct-05,21-Oct-05,21-Oct-05
4172,21-Oct-05,21-Oct-05,21-Oct-05
4173,21-Oct-05,21-Oct-05,25-Jul-06
4174,21-Oct-05,24-Oct-05,25-Oct-05
4175,21-Oct-05,21-Oct-05,21-Oct-05
4176,21-Oct-05,21-Oct-05,21-Oct-05
4177,24-Oct-05,24-Oct-05,25-Oct-05
4178,24-Oct-05,28-Nov-05,30-Nov-05
4179,24-Oct-05,05-Dec-05,14-Dec-05
4181,24-Oct-05,24-Oct-05,24-Oct-05
4182,24-Oct-05,01-Nov-05,01-Nov-05
4183,24-Oct-05,31-Oct-05,15-Feb-06
4185,24-Oct-05,01-Nov-05,15-Feb-06
4186,24-Oct-05,11-Nov-05,15-Feb-06
4187,24-Oct-05,,15-Feb-06
4188,24-Oct-05,28-Nov-05,15-Feb-06
4191,24-Oct-05,22-Nov-05,15-Feb-06
4194,24-Oct-05,31-Oct-05,
4195,24-Oct-05,15-Feb-06,15-Feb-06
4196,24-Oct-05,22-Feb-06,23-Feb-06
4196,24-Oct-05,22-Feb-06,23-Feb-06
4198,24-Oct-05,24-Oct-05,27-Oct-05
4199,24-Oct-05,24-Oct-05,24-Oct-05
4200,24-Oct-05,24-Oct-05,31-Oct-05
4201,24-Oct-05,24-Oct-05,03-Jan-06
4202,24-Oct-05,24-Oct-05,25-Jul-06
4203,24-Oct-05,24-Oct-05,24-Oct-05
4204,24-Oct-05,24-Oct-05,24-Oct-05
